Datetime,Content Type,Category,Sentiment,Score
2020-10-10 01:28:38,video,studying,negative,5
2020-11-19 05:34:03,video,studying,positive,30
2020-08-04 10:53:02,video,studying,positive,70
2020-06-26 03:51:34,video,studying,negative,12
2020-08-06 08:28:58,video,studying,positive,70
2020-08-06 21:53:43,video,studying,positive,70
2020-07-18 13:14:01,video,studying,negative,5
2020-12-04 05:35:48,video,studying,positive,70
2020-09-29 00:21:42,video,studying,neutral,35
2020-07-20 06:35:04,video,studying,negative,5
2021-04-26 12:56:21,video,studying,negative,15
2021-02-28 07:47:01,video,studying,positive,70
2020-09-23 11:13:16,video,studying,negative,15
2020-09-17 09:56:50,video,studying,positive,65
2021-04-17 23:32:35,video,studying,negative,15
2020-08-09 21:01:35,video,studying,negative,12
2020-07-31 22:55:43,video,studying,neutral,20
2020-10-05 12:10:23,video,studying,positive,75
2020-10-12 15:15:39,video,studying,positive,75
2020-11-21 02:19:27,video,public speaking,positive,75
2020-09-16 22:14:37,video,public speaking,neutral,20
2020-08-07 14:21:14,video,public speaking,positive,72
2021-05-23 10:40:03,video,public speaking,positive,70
2021-05-04 14:00:47,video,public speaking,positive,70
2021-02-23 22:38:46,video,public speaking,positive,65
2020-11-18 18:37:50,video,public speaking,positive,65
2020-09-12 11:42:04,video,public speaking,negative,12
2021-04-28 08:30:59,video,public speaking,positive,45
2021-05-04 23:16:28,video,public speaking,positive,60
2020-09-25 18:26:41,video,public speaking,positive,50
2021-03-17 23:48:27,video,public speaking,positive,45
2020-10-07 07:46:20,video,public speaking,positive,60
2021-01-03 15:52:57,video,public speaking,positive,72
2020-09-06 07:14:15,video,public speaking,positive,50
2020-12-02 19:04:17,video,public speaking,positive,50
2020-09-24 20:48:52,video,public speaking,negative,0
2020-09-08 04:03:24,video,public speaking,positive,75
2020-09-21 04:11:46,video,public speaking,positive,72
2020-07-26 22:01:29,video,public speaking,positive,45
2021-02-21 23:03:55,video,public speaking,positive,30
2021-04-11 03:23:33,video,public speaking,positive,45
2020-12-30 23:11:35,video,public speaking,positive,30
2020-09-01 08:27:47,video,public speaking,negative,0
2020-07-14 20:36:38,video,public speaking,negative,5
2021-02-02 11:04:40,video,public speaking,negative,0
2021-02-01 20:40:23,video,public speaking,positive,75
2021-02-01 23:31:23,video,public speaking,negative,5
2021-06-06 09:31:39,video,public speaking,positive,30
2021-02-11 15:57:12,video,public speaking,positive,70
2021-01-31 22:05:14,video,public speaking,positive,45
2021-03-01 05:13:45,video,public speaking,positive,65
2021-04-04 06:50:07,video,public speaking,positive,50
2020-08-16 01:35:45,video,public speaking,positive,50
2020-08-05 02:16:06,video,public speaking,positive,50
2020-11-27 17:25:02,video,public speaking,negative,12
2021-05-09 03:07:27,video,public speaking,positive,75
2020-09-13 01:44:01,video,public speaking,positive,70
2021-02-26 09:45:09,audio,technology,negative,10
2020-12-04 20:40:02,audio,technology,positive,60
2021-02-24 15:16:39,audio,technology,positive,75
2020-11-05 10:24:42,audio,technology,negative,5
2020-11-12 21:38:09,audio,technology,positive,65
2021-04-26 04:28:46,audio,technology,neutral,20
2020-08-09 03:43:22,audio,technology,positive,50
2021-04-08 18:42:36,audio,technology,positive,45
2020-12-03 04:50:31,audio,technology,negative,15
2020-08-14 05:47:13,audio,technology,negative,5
2021-02-05 07:51:45,audio,technology,positive,65
2020-06-21 00:41:46,audio,technology,negative,15
2021-05-31 13:29:38,audio,technology,neutral,20
2020-08-24 04:16:59,audio,technology,negative,5
2021-04-04 19:55:17,audio,technology,positive,70
2020-09-04 15:47:45,audio,technology,negative,15
2020-08-30 20:51:06,audio,technology,neutral,20
2020-08-29 14:30:46,audio,technology,positive,60
2021-05-06 16:55:56,audio,technology,negative,0
2021-04-05 15:27:40,audio,technology,negative,0
2021-01-06 18:27:48,audio,technology,positive,60
2020-06-24 23:03:04,audio,technology,negative,15
2020-11-22 00:44:38,audio,technology,positive,75
2020-10-13 09:11:27,audio,technology,negative,5
2020-10-06 20:13:32,audio,technology,positive,65
2020-06-20 09:06:23,audio,technology,negative,15
2021-06-09 09:17:40,audio,technology,positive,72
2020-09-14 20:45:55,audio,technology,positive,72
2020-10-04 13:26:03,audio,technology,positive,70
2020-12-07 11:10:57,audio,technology,negative,15
2021-04-28 22:34:55,audio,technology,positive,70
2020-11-19 09:35:28,audio,technology,positive,72
2020-11-22 18:32:40,audio,technology,neutral,35
2020-12-21 16:09:26,audio,technology,positive,70
2020-11-08 03:33:26,audio,technology,positive,30
2021-03-04 21:49:09,audio,technology,negative,12
2021-02-27 02:35:00,audio,technology,negative,12
2020-07-19 09:41:23,audio,technology,positive,45
2020-09-09 20:18:56,audio,technology,positive,60
2020-12-11 14:17:53,audio,technology,neutral,35
2021-02-03 17:39:08,GIF,education,negative,0
2021-05-11 02:00:52,GIF,education,positive,70
2020-07-24 05:00:19,GIF,education,positive,75
2020-07-24 09:08:00,GIF,education,negative,0
2021-05-12 07:58:17,GIF,education,neutral,35
2021-05-06 18:01:34,GIF,education,positive,50
2021-01-04 04:08:24,GIF,education,positive,30
2021-03-28 11:14:19,GIF,education,positive,30
2021-01-09 20:20:03,GIF,education,positive,70
2020-07-25 09:27:08,GIF,education,neutral,35
2020-10-25 16:30:05,GIF,education,negative,10
2021-04-08 21:28:49,GIF,education,positive,70
2021-01-29 09:33:59,GIF,education,positive,30
2020-06-22 08:06:53,GIF,education,positive,70
2020-08-27 13:11:44,GIF,education,negative,5
2021-03-04 20:03:06,GIF,education,positive,45
2020-11-04 08:43:08,GIF,education,negative,12
2021-02-21 11:23:00,GIF,education,positive,75
2021-01-10 17:14:54,GIF,education,positive,65
2021-05-24 16:17:39,GIF,education,positive,65
2021-05-02 03:28:01,video,public speaking,positive,70
2021-01-25 04:23:05,video,public speaking,neutral,20
2020-07-19 06:00:00,video,public speaking,neutral,35
2021-03-12 08:33:39,video,public speaking,positive,70
2020-08-19 15:30:06,video,public speaking,neutral,20
2020-09-14 12:35:41,video,public speaking,positive,70
2021-05-15 08:23:36,video,public speaking,positive,65
2021-06-06 08:52:16,video,public speaking,positive,45
2021-03-21 00:11:28,video,public speaking,positive,60
2020-08-31 07:46:12,video,public speaking,positive,75
2021-05-24 09:55:46,video,public speaking,negative,0
2020-07-14 02:36:07,video,public speaking,positive,45
2021-05-28 00:16:15,video,public speaking,positive,70
2021-02-23 03:59:59,video,public speaking,positive,30
2021-03-02 18:49:10,video,public speaking,positive,72
2020-11-09 05:49:18,video,public speaking,positive,60
2020-08-08 10:37:24,video,public speaking,positive,45
2021-03-11 23:27:07,video,public speaking,positive,30
2020-11-16 15:47:55,video,public speaking,negative,5
2020-06-21 02:05:35,video,public speaking,positive,50
2021-01-25 11:15:17,video,public speaking,neutral,35
2020-06-22 07:16:47,video,public speaking,neutral,20
2021-01-15 20:50:20,video,public speaking,positive,50
2021-04-21 09:32:54,video,public speaking,positive,72
2021-05-25 03:03:19,video,public speaking,positive,70
2021-05-13 06:02:22,video,public speaking,positive,60
2021-01-14 00:44:49,video,public speaking,positive,60
2020-12-04 20:43:43,video,public speaking,positive,70
2020-11-02 01:54:16,video,public speaking,positive,65
2021-01-30 16:59:55,video,public speaking,positive,75
2021-02-23 18:54:28,video,public speaking,positive,70
2020-09-01 00:08:46,video,public speaking,negative,10
2021-02-27 14:13:40,video,public speaking,negative,5
2020-09-26 04:00:13,video,public speaking,neutral,35
2020-10-23 04:58:05,video,public speaking,positive,50
2021-05-13 05:10:06,video,public speaking,positive,70
2021-03-06 17:48:36,video,public speaking,negative,15
2020-09-29 02:14:09,video,public speaking,positive,65
2021-04-29 20:20:44,video,public speaking,negative,0
2021-05-27 15:13:41,video,public speaking,positive,75
2020-09-22 05:24:06,video,public speaking,negative,10
2020-11-02 11:58:31,video,public speaking,negative,10
2020-08-05 06:52:57,video,public speaking,positive,30
2021-02-24 14:54:02,video,studying,positive,50
2021-01-05 10:20:45,video,studying,positive,70
2021-06-04 22:24:03,video,studying,positive,70
2020-11-24 13:43:59,video,studying,neutral,35
2021-05-01 09:58:48,video,studying,neutral,35
2020-11-01 07:23:43,video,studying,neutral,20
2020-10-27 05:17:18,video,studying,positive,45
2020-09-02 21:06:44,video,studying,positive,75
2020-12-24 05:32:18,photo,food,negative,10
2021-01-29 04:48:36,photo,food,negative,12
2021-06-01 08:08:24,photo,food,neutral,20
2021-04-02 16:49:06,photo,food,positive,65
2020-11-27 13:14:57,photo,food,positive,30
2020-07-20 13:39:24,photo,food,positive,60
2020-12-25 06:35:14,photo,food,negative,0
2021-02-12 00:36:14,photo,food,negative,12
2020-09-12 12:44:15,photo,food,positive,70
2021-05-23 22:08:09,photo,food,positive,70
2020-08-28 10:30:35,photo,food,positive,60
2021-06-15 03:54:35,photo,food,positive,75
2021-06-02 00:17:51,photo,food,positive,60
2020-12-18 12:21:28,photo,food,neutral,20
2020-12-23 10:47:52,photo,food,positive,30
2020-12-19 23:20:17,photo,food,neutral,35
2021-04-17 10:11:50,photo,food,negative,5
2020-12-13 00:47:43,photo,food,neutral,20
2021-05-06 01:06:51,photo,food,negative,12
2021-04-23 08:59:52,photo,food,negative,10
2020-07-04 00:46:11,photo,food,negative,10
2021-04-30 07:29:07,photo,food,positive,65
2021-05-10 09:02:43,photo,food,negative,12
2020-12-20 13:55:20,photo,food,positive,72
2020-08-29 11:00:02,photo,food,neutral,20
2020-10-24 22:38:11,photo,food,positive,45
2020-12-18 04:21:32,photo,food,positive,45
2021-04-03 08:00:13,photo,food,negative,5
2020-07-24 06:32:07,photo,food,negative,5
2020-08-30 05:06:50,photo,food,negative,12
2021-02-19 02:54:49,photo,food,positive,60
2020-06-26 12:23:17,photo,food,positive,60
2021-02-05 23:09:15,photo,food,negative,12
2021-06-10 04:49:34,photo,food,negative,5
2021-03-27 14:47:45,photo,food,negative,10
2020-07-29 19:58:23,photo,food,positive,65
2020-07-05 00:44:50,photo,food,positive,70
2021-02-12 01:13:25,photo,food,positive,70
2020-08-03 19:55:55,photo,food,positive,50
2020-11-23 16:52:29,photo,food,positive,70
2020-12-12 11:40:51,photo,food,negative,0
2020-11-11 11:37:47,photo,food,positive,72
2021-01-07 04:31:42,photo,food,positive,60
2021-05-19 08:20:31,photo,food,negative,15
2020-07-15 12:39:27,photo,food,negative,0
2020-08-05 13:06:31,photo,food,neutral,35
2020-06-29 19:42:16,photo,food,neutral,20
2020-10-13 08:39:44,photo,food,negative,5
2021-03-07 10:26:06,GIF,public speaking,neutral,35
2021-01-16 06:37:25,GIF,public speaking,positive,75
2020-10-06 08:24:25,GIF,public speaking,positive,75
2021-04-16 01:51:42,GIF,public speaking,positive,65
2021-01-25 10:55:09,GIF,public speaking,positive,65
2020-10-01 22:28:10,GIF,public speaking,positive,72
2021-05-11 05:09:30,GIF,public speaking,neutral,20
2021-05-26 23:52:04,GIF,public speaking,negative,15
2021-01-29 22:32:14,GIF,public speaking,neutral,35
2020-09-12 08:49:43,GIF,public speaking,negative,12
2020-09-26 02:02:13,GIF,public speaking,negative,15
2021-05-16 00:33:19,GIF,public speaking,positive,70
2020-11-13 09:15:46,GIF,public speaking,positive,30
2020-09-29 02:33:47,GIF,public speaking,positive,70
2021-04-07 11:36:44,GIF,public speaking,negative,12
2020-10-27 11:31:06,GIF,public speaking,positive,30
2020-10-23 06:04:44,GIF,public speaking,positive,72
2020-09-15 09:14:00,GIF,public speaking,positive,50
2021-05-20 18:39:33,GIF,public speaking,positive,50
2021-02-16 15:42:08,GIF,public speaking,negative,0
2021-01-17 22:24:38,GIF,public speaking,neutral,35
2021-06-10 14:19:40,GIF,public speaking,positive,50
2020-08-11 12:27:23,GIF,public speaking,positive,75
2020-09-29 11:05:09,GIF,public speaking,positive,72
2020-11-06 03:47:07,GIF,public speaking,positive,60
2020-09-03 08:25:23,GIF,public speaking,negative,0
2020-09-24 21:08:29,photo,animals,positive,65
2021-04-13 09:01:25,photo,animals,negative,12
2021-04-19 09:23:32,photo,animals,negative,10
2020-11-30 00:57:11,photo,animals,positive,75
2021-03-04 12:02:17,photo,animals,negative,12
2021-05-18 22:39:08,photo,animals,neutral,20
2020-07-15 00:04:05,photo,animals,positive,30
2020-09-27 21:02:55,photo,animals,positive,75
2021-03-31 01:18:09,photo,animals,neutral,35
2021-01-29 06:49:38,photo,animals,negative,15
2021-02-04 04:38:32,photo,animals,negative,15
2020-07-26 11:16:35,photo,animals,positive,50
2021-04-08 00:36:51,photo,animals,negative,5
2020-06-27 14:07:53,photo,animals,neutral,20
2021-01-21 16:00:16,photo,animals,negative,0
2020-12-29 19:34:23,photo,animals,positive,45
2021-04-04 20:38:10,photo,animals,positive,30
2021-06-04 23:09:48,photo,animals,positive,70
2020-09-07 11:03:26,photo,animals,positive,60
2020-07-08 11:10:01,photo,animals,negative,5
2021-03-27 19:13:44,photo,animals,positive,45
2021-02-25 22:40:44,photo,animals,negative,0
2020-08-22 15:50:59,photo,animals,negative,10
2021-02-11 19:20:24,photo,animals,positive,72
2021-05-01 22:15:05,photo,animals,positive,65
2020-12-11 23:00:51,photo,animals,positive,70
2021-05-09 13:36:02,photo,animals,negative,5
2020-12-22 04:45:35,photo,animals,negative,15
2020-09-13 10:59:51,photo,animals,positive,60
2021-01-19 02:02:10,photo,animals,neutral,20
2020-12-21 04:25:53,photo,education,positive,72
2021-05-24 20:53:35,photo,education,positive,60
2020-11-17 07:52:04,photo,education,positive,70
2021-03-06 09:55:17,photo,education,positive,70
2021-01-04 20:53:39,photo,education,negative,15
2021-02-15 17:47:24,photo,education,negative,12
2021-02-24 20:10:04,photo,education,positive,50
2020-10-06 09:04:57,photo,education,positive,50
2020-09-11 16:51:06,photo,education,negative,12
2020-07-18 23:59:43,photo,education,positive,65
2021-04-04 11:16:55,photo,education,positive,45
2021-02-13 19:08:00,photo,education,positive,70
2021-04-05 05:18:13,photo,education,negative,0
2021-05-23 16:32:38,photo,education,negative,12
2021-05-24 23:17:37,GIF,soccer,positive,75
2021-01-21 08:39:21,GIF,soccer,positive,70
2020-10-11 22:44:12,GIF,soccer,positive,30
2020-12-24 02:03:44,GIF,soccer,positive,70
2020-08-21 17:43:38,GIF,soccer,negative,0
2020-11-21 01:41:39,photo,travel,negative,12
2020-09-03 04:38:27,photo,travel,positive,65
2020-12-25 17:12:12,photo,travel,positive,60
2020-11-04 01:35:06,photo,travel,negative,0
2020-09-01 23:00:39,photo,travel,negative,5
2021-03-13 17:16:29,photo,travel,positive,70
2020-09-12 18:48:22,photo,travel,positive,65
2020-08-29 16:14:42,photo,travel,neutral,20
2021-06-10 02:55:35,photo,travel,positive,72
2020-09-22 17:07:03,photo,travel,positive,72
2020-08-14 04:59:52,photo,travel,positive,30
2021-04-12 14:21:24,photo,travel,positive,30
2020-10-08 08:42:03,photo,travel,positive,72
2021-05-23 19:58:37,photo,travel,negative,0
2021-05-31 04:03:03,photo,travel,positive,65
2020-09-17 18:00:02,photo,travel,positive,50
2021-05-25 21:58:30,photo,travel,positive,60
2020-06-20 11:04:25,photo,travel,negative,0
2021-04-08 16:42:56,photo,travel,positive,70
2021-04-30 22:41:19,photo,travel,positive,45
2020-09-09 13:50:17,photo,travel,positive,45
2021-05-11 17:34:51,photo,travel,positive,50
2020-07-23 20:13:46,photo,travel,positive,65
2021-06-11 21:21:21,photo,travel,positive,70
2020-08-17 03:37:28,photo,travel,positive,75
2021-05-02 21:27:34,photo,travel,positive,72
2021-04-27 23:31:38,photo,travel,negative,15
2021-01-01 21:12:28,photo,travel,negative,15
2020-07-28 11:01:18,photo,travel,negative,5
2021-05-31 13:23:59,photo,travel,positive,72
2021-02-12 22:15:57,photo,travel,positive,50
2020-11-06 17:33:44,photo,travel,neutral,35
2021-02-16 05:16:42,photo,travel,positive,30
2020-07-20 16:21:17,photo,travel,negative,0
2020-10-24 15:43:42,photo,travel,negative,10
2021-03-09 13:47:20,photo,travel,negative,5
2020-09-28 02:42:22,photo,public speaking,positive,65
2021-01-24 03:47:10,photo,public speaking,negative,0
2021-04-02 16:34:54,photo,public speaking,negative,5
2021-02-12 23:28:40,photo,public speaking,negative,12
2021-05-15 14:07:06,photo,public speaking,negative,12
2020-12-23 14:23:17,photo,public speaking,positive,60
2020-07-11 21:03:31,photo,public speaking,positive,72
2021-04-09 23:38:12,photo,public speaking,positive,45
2021-02-28 22:35:30,photo,public speaking,positive,45
2020-08-30 13:49:41,photo,public speaking,positive,70
2020-06-19 19:44:57,photo,public speaking,negative,12
2020-12-08 18:01:21,photo,public speaking,negative,10
2020-11-09 13:29:31,photo,public speaking,neutral,35
2021-03-22 14:27:13,photo,public speaking,positive,65
2020-07-07 08:32:17,photo,public speaking,positive,70
2021-03-12 04:13:07,photo,public speaking,negative,0
2020-12-31 23:16:19,photo,public speaking,positive,70
2021-04-14 23:05:50,photo,public speaking,negative,12
2020-06-20 22:54:09,photo,public speaking,negative,5
2021-05-04 07:33:57,photo,public speaking,negative,0
2021-02-05 09:09:32,photo,public speaking,negative,15
2021-05-23 21:17:37,photo,public speaking,negative,10
2021-02-15 13:11:32,photo,public speaking,positive,50
2021-02-19 00:25:37,photo,public speaking,positive,65
2021-01-18 01:28:42,photo,public speaking,neutral,35
2021-06-07 01:06:25,photo,public speaking,neutral,35
2020-11-09 09:34:33,photo,public speaking,positive,75
2021-05-17 22:23:33,photo,public speaking,positive,45
2020-09-25 10:12:10,photo,public speaking,negative,12
2021-05-11 19:06:52,photo,public speaking,positive,50
2020-08-12 12:04:50,photo,public speaking,positive,65
2020-11-26 18:34:59,photo,public speaking,negative,0
2021-06-04 22:13:14,photo,public speaking,positive,45
2020-07-05 16:09:19,photo,public speaking,positive,70
2021-06-03 13:25:16,photo,public speaking,negative,10
2020-10-08 14:38:50,photo,public speaking,positive,75
2021-02-24 20:55:35,photo,public speaking,positive,65
2021-03-27 12:24:51,photo,public speaking,negative,12
2021-05-17 07:37:34,photo,public speaking,negative,5
2020-09-03 17:37:56,photo,public speaking,negative,5
2020-08-08 07:52:41,GIF,tennis,positive,45
2020-10-06 13:55:18,GIF,tennis,positive,70
2021-04-04 22:17:35,GIF,tennis,positive,72
2021-05-18 06:46:18,GIF,tennis,positive,50
2021-01-11 12:55:42,GIF,tennis,positive,60
2021-01-29 15:31:28,GIF,tennis,positive,50
2020-11-12 11:32:01,GIF,tennis,negative,12
2020-08-20 12:02:00,GIF,tennis,positive,70
2021-05-02 02:46:43,GIF,tennis,neutral,35
2021-05-16 17:00:24,GIF,tennis,negative,12
2020-09-04 09:40:16,GIF,tennis,negative,0
2020-06-21 07:21:46,GIF,tennis,positive,65
2020-11-26 03:20:52,GIF,tennis,positive,75
2021-05-25 02:00:44,GIF,tennis,negative,15
2020-11-20 12:31:49,GIF,tennis,negative,5
2021-03-27 21:38:45,GIF,tennis,positive,30
2020-12-21 01:38:01,GIF,tennis,positive,70
2021-01-27 06:59:01,GIF,tennis,positive,72
2021-02-19 09:54:03,GIF,tennis,positive,75
2020-07-10 02:52:44,GIF,tennis,negative,15
2020-11-09 00:13:33,GIF,tennis,negative,12
2020-06-23 13:15:14,GIF,tennis,negative,15
2020-12-04 12:15:38,GIF,tennis,positive,30
2021-05-28 10:05:12,GIF,tennis,negative,5
2020-08-25 12:14:48,GIF,tennis,positive,70
2020-08-25 00:49:33,GIF,tennis,negative,5
2020-11-03 10:46:52,GIF,tennis,positive,72
2021-04-26 05:40:55,GIF,tennis,neutral,35
2020-11-04 15:52:43,GIF,tennis,neutral,35
2020-12-07 09:50:53,GIF,tennis,positive,70
2021-04-04 10:55:41,GIF,tennis,positive,72
2020-11-03 13:46:25,GIF,tennis,positive,60
2020-10-15 10:31:03,GIF,soccer,negative,0
2021-04-24 12:52:43,GIF,soccer,positive,70
2021-04-02 11:36:57,GIF,soccer,positive,65
2021-05-04 17:02:21,GIF,soccer,negative,5
2021-01-26 07:21:19,audio,travel,negative,15
2021-05-06 03:02:17,audio,travel,negative,0
2020-06-27 15:20:17,audio,travel,positive,65
2021-03-10 04:34:53,audio,travel,negative,5
2020-12-09 13:11:18,audio,travel,positive,65
2020-12-01 13:05:48,audio,travel,negative,10
2020-11-24 03:51:20,audio,travel,negative,15
2020-12-15 20:39:06,audio,travel,positive,60
2021-05-09 04:48:20,audio,travel,negative,5
2021-01-15 18:03:18,audio,travel,positive,70
2021-06-17 20:03:03,audio,travel,neutral,20
2020-11-04 10:30:39,audio,travel,positive,72
2020-09-10 00:55:54,audio,travel,positive,72
2021-06-06 01:49:18,audio,travel,positive,50
2021-02-09 17:26:22,audio,travel,negative,5
2021-04-16 11:22:13,audio,travel,positive,75
2020-09-18 14:32:10,audio,travel,negative,5
2021-02-20 14:12:10,audio,travel,positive,50
2020-08-14 05:25:01,audio,travel,positive,50
2021-04-14 03:55:25,audio,travel,positive,70
2020-10-18 22:46:53,audio,travel,negative,10
2020-10-30 03:41:24,video,veganism,positive,60
2021-01-26 14:35:38,video,veganism,negative,10
2021-03-13 23:54:33,video,veganism,positive,70
2021-03-12 20:47:43,video,veganism,positive,30
2020-07-15 18:27:54,video,veganism,negative,12
2020-07-26 22:20:03,video,veganism,negative,12
2021-04-02 04:54:27,video,veganism,positive,60
2021-05-16 09:09:16,video,veganism,positive,60
2021-05-28 00:25:16,video,veganism,negative,12
2020-06-29 14:48:07,video,veganism,positive,70
2020-11-25 09:28:06,video,veganism,positive,50
2021-05-25 13:19:23,video,veganism,positive,70
2020-09-13 09:44:04,video,veganism,negative,10
2021-04-11 17:19:27,video,veganism,negative,12
2020-10-23 21:01:19,video,veganism,positive,75
2021-06-01 07:43:26,video,veganism,positive,65
2020-07-04 16:40:20,video,veganism,negative,0
2020-07-24 11:03:25,video,veganism,positive,75
2021-03-02 19:17:06,video,veganism,negative,15
2020-12-16 20:26:23,video,veganism,neutral,20
2021-04-20 12:13:54,video,veganism,positive,75
2020-08-25 04:46:40,video,veganism,neutral,35
2020-12-07 15:19:15,video,veganism,negative,15
2020-12-14 22:00:15,video,veganism,neutral,35
2020-08-16 16:14:14,video,veganism,neutral,20
2020-09-20 11:43:37,video,veganism,negative,12
2020-09-14 16:38:45,video,veganism,negative,12
2020-09-20 21:40:05,video,veganism,positive,70
2020-10-31 18:17:34,video,veganism,positive,30
2021-03-14 18:53:58,video,veganism,positive,30
2021-01-15 21:13:36,video,veganism,positive,60
2020-10-26 09:09:03,video,veganism,negative,15
2020-07-09 14:53:13,video,veganism,positive,30
2020-08-22 18:11:56,video,veganism,positive,70
2020-09-10 19:30:42,video,veganism,neutral,35
2020-08-07 08:59:39,video,veganism,negative,10
2021-01-12 23:43:40,video,veganism,positive,70
2021-06-03 09:25:08,video,veganism,neutral,20
2020-07-21 02:54:53,video,veganism,negative,0
2021-04-19 18:18:22,video,veganism,negative,15
2020-07-12 11:52:47,video,veganism,negative,12
2021-05-30 19:24:01,video,veganism,negative,10
2020-10-29 02:29:48,video,veganism,positive,45
2020-06-30 13:41:11,video,veganism,negative,10
2021-01-22 03:50:10,video,cooking,positive,30
2021-02-17 00:09:59,video,cooking,positive,75
2020-06-24 09:34:53,video,cooking,negative,10
2021-06-07 05:14:08,video,cooking,neutral,35
2020-10-02 15:49:44,video,cooking,negative,0
2020-09-28 07:15:14,video,cooking,positive,70
2021-05-20 20:38:15,video,cooking,positive,72
2020-10-02 20:47:46,video,cooking,positive,65
2021-01-23 02:03:56,video,cooking,positive,50
2021-01-20 10:25:50,video,cooking,positive,50
2020-06-21 00:07:56,video,cooking,negative,5
2020-10-22 06:53:51,video,cooking,neutral,20
2021-03-14 04:49:40,video,cooking,positive,75
2021-03-28 11:06:39,video,cooking,positive,75
2020-09-15 13:27:36,video,cooking,positive,50
2021-03-23 01:45:50,video,cooking,negative,0
2021-02-14 09:38:06,video,cooking,positive,65
2020-09-29 11:10:07,video,cooking,negative,5
2021-04-11 02:20:44,video,cooking,positive,72
2020-10-21 05:37:04,video,cooking,negative,15
2020-08-29 09:14:01,video,cooking,positive,72
2020-06-27 10:28:55,video,cooking,negative,5
2021-02-12 17:15:53,video,cooking,positive,70
2021-04-23 13:53:16,video,cooking,negative,0
2021-06-02 23:40:31,video,cooking,negative,12
2020-06-26 00:17:14,video,cooking,positive,70
2021-04-22 16:21:44,video,cooking,positive,70
2021-05-11 14:42:39,video,cooking,negative,10
2021-02-06 11:43:53,video,cooking,negative,12
2021-01-16 16:08:11,video,cooking,positive,60
2021-05-05 02:58:40,video,cooking,positive,75
2020-11-28 23:02:40,video,cooking,positive,65
2021-05-24 00:34:41,video,cooking,negative,5
2021-04-20 23:22:47,video,cooking,negative,15
2020-08-10 19:14:10,video,cooking,positive,30
2021-02-20 03:54:28,video,cooking,positive,70
2020-07-01 22:04:23,video,cooking,negative,12
2020-07-25 10:04:11,video,cooking,positive,70
2021-05-01 01:59:40,video,cooking,positive,72
2021-06-12 14:04:47,video,cooking,negative,0
2020-06-30 10:45:03,video,cooking,positive,65
2020-11-04 00:06:39,video,cooking,positive,72
2020-08-26 23:20:23,video,cooking,positive,45
2020-12-21 04:41:28,video,cooking,negative,10
2021-01-09 13:42:15,video,cooking,negative,0
2021-04-01 16:21:25,video,cooking,negative,15
2020-09-21 22:16:52,video,cooking,positive,65
2020-09-09 12:47:27,video,cooking,positive,45
2021-05-12 05:24:30,audio,tennis,neutral,20
2021-01-19 05:52:23,audio,tennis,negative,12
2021-05-20 12:47:31,audio,tennis,neutral,20
2020-06-21 20:56:45,audio,tennis,positive,75
2020-07-01 18:27:33,audio,tennis,positive,60
2021-05-19 04:08:22,audio,tennis,positive,70
2021-01-16 01:45:11,audio,tennis,positive,70
2020-11-07 23:21:02,audio,tennis,positive,65
2021-04-04 16:50:45,audio,tennis,negative,10
2021-04-23 00:11:27,audio,tennis,negative,12
2021-01-08 20:20:39,audio,tennis,negative,0
2020-12-17 02:10:13,audio,tennis,positive,75
2020-06-21 19:23:13,audio,tennis,negative,12
2021-01-11 08:40:43,audio,tennis,negative,12
2021-03-12 05:46:27,audio,tennis,positive,60
2020-09-12 00:42:41,audio,tennis,neutral,35
2020-11-11 11:30:50,audio,tennis,neutral,20
2021-03-03 06:13:46,audio,tennis,positive,75
2021-02-28 02:41:38,audio,tennis,positive,65
2021-02-06 00:30:21,audio,tennis,positive,70
2020-12-26 19:22:11,audio,tennis,positive,70
2021-04-13 05:12:33,audio,tennis,negative,0
2020-10-25 19:24:29,audio,tennis,negative,5
2021-01-05 22:49:29,audio,tennis,positive,50
2020-08-07 01:57:32,audio,tennis,negative,15
2020-07-11 08:10:35,audio,tennis,negative,10
2020-12-09 04:15:25,audio,tennis,positive,65
2021-01-21 06:51:02,audio,tennis,neutral,35
2021-03-20 01:19:03,audio,tennis,neutral,20
2020-06-19 08:20:24,audio,tennis,neutral,20
2020-12-16 15:44:30,audio,tennis,neutral,35
2021-03-10 03:48:17,audio,tennis,positive,72
2021-01-16 16:07:27,audio,tennis,positive,30
2020-07-03 17:27:06,audio,tennis,positive,50
2020-11-23 13:22:09,audio,tennis,positive,75
2021-05-15 14:34:41,audio,tennis,positive,65
2021-06-15 03:20:43,audio,tennis,positive,60
2020-10-02 04:37:01,audio,tennis,positive,70
2020-06-23 02:28:28,audio,tennis,neutral,20
2020-07-16 06:39:00,audio,tennis,positive,75
2020-08-20 09:47:38,audio,tennis,positive,50
2020-12-22 15:25:31,audio,tennis,negative,10
2020-11-26 02:26:56,GIF,technology,positive,30
2020-12-05 03:55:09,GIF,technology,positive,70
2020-11-28 04:00:44,GIF,technology,positive,30
2020-07-23 04:14:59,GIF,technology,positive,75
2020-10-16 08:12:43,GIF,technology,neutral,35
2021-05-23 22:02:49,GIF,technology,positive,72
2021-06-13 06:27:05,GIF,technology,positive,30
2020-12-06 00:59:35,GIF,technology,positive,60
2020-08-17 05:42:11,GIF,technology,negative,15
2021-01-28 00:46:33,GIF,technology,neutral,20
